post_id,match_id,platform,content_type,post_date,impressions,likes,shares,comments,video_views,engagement_rate
P00957,M042,TikTok,Meme/GIF,2026-07-01,31370,2448,501,181,0,0.0998
P00958,M025,X (Twitter),Ticket Promo,2026-06-24,17441,1140,276,87,0,0.0862
P00959,M009,Facebook,Player Interview,2026-06-15,52008,2639,708,664,23412,0.0771
P00960,M035,TikTok,Highlight Reel,2026-07-02,69387,3499,405,857,35550,0.0686
P00961,M020,Instagram,Tactical Analysis,2026-06-24,19665,962,363,141,0,0.0745
P00962,M024,Instagram,Behind the Scenes,2026-06-26,11188,667,59,80,0,0.072
P00963,M043,Instagram,Highlight Reel,2026-07-04,80524,3772,789,831,21885,0.067
P00964,M020,Instagram,Stadium Tour,2026-06-20,5225,302,96,48,1497,0.0854
P00965,M014,X (Twitter),Highlight Reel,2026-06-21,57690,2908,416,693,23972,0.0696
P00966,M021,Instagram,Live Score Update,2026-06-23,33743,1407,169,375,0,0.0578
P00967,M005,X (Twitter),Fan Poll,2026-06-17,37888,2808,264,174,0,0.0857
P00968,M040,X (Twitter),Live Score Update,2026-07-04,11544,746,63,124,0,0.0808
P00969,M014,App Push,Tactical Analysis,2026-06-17,23917,1447,173,78,0,0.071
P00970,M024,Facebook,Live Score Update,2026-06-25,52372,3998,828,711,0,0.1057
P00971,M026,App Push,Behind the Scenes,2026-06-25,27187,1270,452,168,0,0.0695
P00972,M027,Instagram,Highlight Reel,2026-06-27,39208,1648,289,528,11069,0.0629
P00973,M031,App Push,Live Score Update,2026-06-30,37044,2510,315,145,0,0.0802
P00974,M038,App Push,Match Preview,2026-06-29,4203,253,40,26,0,0.0759
P00975,M025,Instagram,Player Interview,2026-06-27,40448,3156,276,440,10810,0.0957
P00976,M041,X (Twitter),Meme/GIF,2026-07-05,30151,1382,552,431,0,0.0784
P00977,M037,Instagram,Fan Poll,2026-06-30,40604,2270,303,147,0,0.067
P00978,M002,TikTok,Live Score Update,2026-06-11,22285,967,248,256,0,0.066
P00979,M001,TikTok,Ticket Promo,2026-06-15,6037,338,94,46,0,0.0792
P00980,M021,TikTok,Ticket Promo,2026-06-24,20980,1280,166,288,0,0.0827
P00981,M028,Instagram,Player Interview,2026-06-28,23115,1792,451,172,12063,0.1045
P00982,M032,TikTok,Match Preview,2026-06-30,21517,905,194,275,0,0.0639
P00983,M016,App Push,Highlight Reel,2026-06-19,64065,4153,786,211,37051,0.0804
P00984,M011,YouTube,Ticket Promo,2026-06-18,14913,789,245,111,0,0.0768
P00985,M039,Facebook,Highlight Reel,2026-07-02,35209,2439,186,379,10313,0.0853
P00986,M021,TikTok,Highlight Reel,2026-06-24,62430,3497,1215,649,12959,0.0859
P00987,M006,Instagram,Behind the Scenes,2026-06-17,25834,1843,262,118,0,0.086
P00988,M012,Facebook,Match Preview,2026-06-17,19692,1333,248,157,0,0.0883
P00989,M036,YouTube,Fan Poll,2026-07-02,14740,1108,224,196,0,0.1037
P00990,M020,X (Twitter),Match Preview,2026-06-23,26791,1079,328,293,0,0.0635
P00991,M043,X (Twitter),Ticket Promo,2026-07-06,19069,907,311,180,0,0.0733
P00992,M029,X (Twitter),Live Score Update,2026-06-29,49074,3700,825,368,0,0.0997
P00993,M025,App Push,Meme/GIF,2026-06-24,52407,3110,692,378,0,0.0798
P00994,M046,Instagram,Ticket Promo,2026-07-07,15138,1151,186,136,0,0.0973
P00995,M016,TikTok,Fan Poll,2026-06-18,13862,617,101,95,0,0.0586
P00996,M027,Facebook,Ticket Promo,2026-06-28,5173,221,97,32,0,0.0677
P00997,M025,Instagram,Highlight Reel,2026-06-23,14291,657,188,162,4913,0.0705
P00998,M001,YouTube,Highlight Reel,2026-06-11,15662,724,303,233,7038,0.0804
P00999,M019,YouTube,Live Score Update,2026-06-20,24104,1826,442,198,0,0.1023
P01000,M020,App Push,Highlight Reel,2026-06-24,73069,5122,845,582,26149,0.0896
P01001,M042,App Push,Behind the Scenes,2026-07-01,39199,2794,215,165,0,0.081
P01002,M002,TikTok,Match Preview,2026-06-15,11623,859,129,146,0,0.0976
P01003,M012,TikTok,Meme/GIF,2026-06-20,43270,2402,687,541,0,0.0839
P01004,M014,X (Twitter),Ticket Promo,2026-06-21,15766,1060,155,116,0,0.0844
P01005,M024,Instagram,Live Score Update,2026-06-23,36027,2364,254,488,0,0.0862
P01006,M034,App Push,Match Preview,2026-06-27,18169,1255,280,134,0,0.0919
P01007,M047,YouTube,Meme/GIF,2026-07-06,58263,3947,418,823,0,0.089
P01008,M006,YouTube,Stadium Tour,2026-06-16,5632,365,51,72,2915,0.0866
P01009,M015,App Push,Tactical Analysis,2026-06-22,15253,991,267,48,0,0.0856
P01010,M036,X (Twitter),Highlight Reel,2026-06-30,42310,2459,387,172,14360,0.0713
P01011,M019,YouTube,Tactical Analysis,2026-06-23,8655,422,81,46,0,0.0634
P01012,M021,TikTok,Fan Poll,2026-06-23,26556,1765,147,178,0,0.0787
P01013,M008,X (Twitter),Ticket Promo,2026-06-18,4949,236,32,44,0,0.063
P01014,M043,App Push,Tactical Analysis,2026-07-06,7684,363,77,26,0,0.0606
P01015,M005,TikTok,Match Preview,2026-06-16,10187,618,170,142,0,0.0913
P01016,M011,Facebook,Match Preview,2026-06-20,41766,3329,485,394,0,0.1008
P01017,M010,Facebook,Match Preview,2026-06-16,26633,2009,167,172,0,0.0882
P01018,M037,X (Twitter),Live Score Update,2026-06-30,57556,4121,1113,743,0,0.1038
P01019,M006,Facebook,Ticket Promo,2026-06-14,1567,91,11,15,0,0.0747
P01020,M047,YouTube,Match Preview,2026-07-08,24071,1418,354,197,0,0.0818
P01021,M001,App Push,Ticket Promo,2026-06-13,7464,411,53,94,0,0.0748
P01022,M045,X (Twitter),Fan Poll,2026-07-07,30613,2191,478,266,0,0.0959
P01023,M044,X (Twitter),Behind the Scenes,2026-07-06,30239,2115,240,166,0,0.0834
P01024,M036,Instagram,Match Preview,2026-06-29,27244,1632,531,302,0,0.0905
P01025,M023,Instagram,Behind the Scenes,2026-06-23,23203,1775,250,200,0,0.0959
P01026,M046,X (Twitter),Ticket Promo,2026-07-06,5304,300,33,55,0,0.0732
P01027,M018,YouTube,Behind the Scenes,2026-06-22,20802,1231,300,307,0,0.0884
P01028,M048,TikTok,Match Preview,2026-07-05,41480,2528,379,468,0,0.0814
P01029,M022,TikTok,Live Score Update,2026-06-24,7549,486,42,58,0,0.0776
P01030,M039,Instagram,Tactical Analysis,2026-07-02,14315,710,235,149,0,0.0764
P01031,M033,Instagram,Tactical Analysis,2026-06-29,8687,405,159,125,0,0.0793
P01032,M034,Facebook,Match Preview,2026-07-01,9292,542,123,31,0,0.0749
P01033,M002,Instagram,Fan Poll,2026-06-11,4639,258,23,38,0,0.0688
P01034,M010,Instagram,Tactical Analysis,2026-06-15,8500,483,134,34,0,0.0766
P01035,M017,X (Twitter),Match Preview,2026-06-23,41399,2815,359,539,0,0.0897
P01036,M026,App Push,Fan Poll,2026-06-26,11510,733,175,113,0,0.0887
P01037,M003,Facebook,Meme/GIF,2026-06-15,67940,3311,1271,999,0,0.0821
P01038,M004,X (Twitter),Fan Poll,2026-06-16,23944,1176,265,135,0,0.0658
P01039,M016,Instagram,Tactical Analysis,2026-06-19,14705,699,126,150,0,0.0663
P01040,M024,Instagram,Fan Poll,2026-06-26,29009,1199,372,229,0,0.062
P01041,M008,App Push,Fan Poll,2026-06-17,34599,2124,470,498,0,0.0894
P01042,M012,X (Twitter),Tactical Analysis,2026-06-17,8472,406,164,25,0,0.0702
P01043,M020,X (Twitter),Meme/GIF,2026-06-21,26374,1421,403,269,0,0.0794
P01044,M003,Facebook,Fan Poll,2026-06-13,17918,823,92,210,0,0.0628
P01045,M003,X (Twitter),Player Interview,2026-06-13,32787,1751,420,358,18470,0.0771
P01046,M017,Facebook,Match Preview,2026-06-21,24175,1692,317,294,0,0.0953
P01047,M003,App Push,Player Interview,2026-06-14,10959,783,59,84,3418,0.0845
P01048,M048,TikTok,Ticket Promo,2026-07-06,18628,880,115,237,0,0.0661
P01049,M032,Instagram,Tactical Analysis,2026-06-30,11976,760,97,81,0,0.0783
P01050,M020,Facebook,Meme/GIF,2026-06-24,19811,1496,347,283,0,0.1073
P01051,M028,Instagram,Meme/GIF,2026-06-25,45584,3307,901,269,0,0.0982
P01052,M045,Instagram,Fan Poll,2026-07-07,22628,1696,194,305,0,0.097
P01053,M024,TikTok,Behind the Scenes,2026-06-26,4502,339,86,21,0,0.0991
P01054,M012,X (Twitter),Behind the Scenes,2026-06-20,6883,335,85,81,0,0.0728
P01055,M032,Facebook,Live Score Update,2026-06-28,45584,2040,703,180,0,0.0641
P01056,M048,YouTube,Meme/GIF,2026-07-08,27804,2155,218,404,0,0.0999
P01057,M013,TikTok,Highlight Reel,2026-06-21,42315,1866,826,486,24425,0.0751
P01058,M039,YouTube,Highlight Reel,2026-07-02,34575,1734,372,378,12403,0.0718
P01059,M043,Facebook,Match Preview,2026-07-02,36345,1815,360,204,0,0.0655
P01060,M030,Facebook,Match Preview,2026-06-25,29106,1877,365,197,0,0.0838
P01061,M035,Instagram,Stadium Tour,2026-07-01,27331,1335,294,204,10278,0.0671
P01062,M011,X (Twitter),Behind the Scenes,2026-06-16,15744,805,310,229,0,0.0854
P01063,M043,Facebook,Behind the Scenes,2026-07-06,53582,2539,758,754,0,0.0756
P01064,M040,TikTok,Ticket Promo,2026-07-02,4760,235,75,50,0,0.0756
P01065,M043,Facebook,Behind the Scenes,2026-07-06,30756,1248,314,123,0,0.0548
P01066,M042,Instagram,Behind the Scenes,2026-07-01,10896,532,163,157,0,0.0782
P01067,M025,YouTube,Highlight Reel,2026-06-23,16869,755,313,155,9753,0.0725
P01068,M022,Instagram,Fan Poll,2026-06-22,24116,1258,465,255,0,0.082
P01069,M020,App Push,Player Interview,2026-06-22,41875,2546,259,526,17130,0.0795
P01070,M007,Instagram,Behind the Scenes,2026-06-18,19497,1052,197,285,0,0.0787
P01071,M047,YouTube,Ticket Promo,2026-07-07,2412,186,35,31,0,0.1045
P01072,M018,Instagram,Behind the Scenes,2026-06-23,36586,2378,213,491,0,0.0842
P01073,M023,App Push,Match Preview,2026-06-24,29792,1378,393,363,0,0.0716
P01074,M005,TikTok,Player Interview,2026-06-16,31506,1919,478,206,15612,0.0826
P01075,M009,Facebook,Match Preview,2026-06-17,12329,781,133,94,0,0.0818
P01076,M022,TikTok,Match Preview,2026-06-21,8686,593,107,106,0,0.0928
P01077,M047,TikTok,Match Preview,2026-07-08,14330,820,225,139,0,0.0826
P01078,M017,Instagram,Highlight Reel,2026-06-21,24048,1891,384,194,10573,0.1027
P01079,M029,TikTok,Player Interview,2026-06-25,36911,2927,234,215,13433,0.0915
P01080,M022,X (Twitter),Stadium Tour,2026-06-25,18889,1388,311,172,6368,0.0991
P01081,M048,TikTok,Player Interview,2026-07-05,19032,1083,358,206,4731,0.0865
P01082,M041,App Push,Tactical Analysis,2026-07-03,22810,1362,296,337,0,0.0875
P01083,M040,YouTube,Fan Poll,2026-07-03,27855,1361,248,225,0,0.0658
P01084,M011,App Push,Live Score Update,2026-06-19,67955,5105,1345,543,0,0.1029
P01085,M019,YouTube,Meme/GIF,2026-06-20,23027,1488,348,149,0,0.0862
P01086,M022,App Push,Player Interview,2026-06-24,7360,538,54,30,2717,0.0845
P01087,M003,Facebook,Tactical Analysis,2026-06-15,15435,910,259,221,0,0.0901
P01088,M048,Facebook,Behind the Scenes,2026-07-07,12050,887,194,146,0,0.1018
P01089,M041,Instagram,Fan Poll,2026-07-01,19153,1230,251,148,0,0.0851
P01090,M012,Instagram,Ticket Promo,2026-06-20,16351,1165,257,76,0,0.0916
P01091,M048,Instagram,Stadium Tour,2026-07-07,31024,1906,311,179,12906,0.0772
P01092,M007,TikTok,Ticket Promo,2026-06-14,5885,428,62,44,0,0.0907
P01093,M009,TikTok,Ticket Promo,2026-06-17,8639,689,154,57,0,0.1042
P01094,M048,YouTube,Match Preview,2026-07-08,42016,2818,332,531,0,0.0876
P01095,M039,YouTube,Tactical Analysis,2026-07-04,10567,701,61,63,0,0.0781
P01096,M002,Facebook,Fan Poll,2026-06-15,10447,798,83,136,0,0.0973
P01097,M015,YouTube,Ticket Promo,2026-06-22,19342,865,187,175,0,0.0634
P01098,M030,YouTube,Stadium Tour,2026-06-27,15030,1158,272,134,3499,0.1041
P01099,M015,Instagram,Live Score Update,2026-06-20,41460,3077,500,349,0,0.0947
P01100,M012,TikTok,Stadium Tour,2026-06-19,23840,1407,352,208,8337,0.0825
P01101,M008,YouTube,Player Interview,2026-06-18,13499,688,124,148,7324,0.0711
P01102,M034,TikTok,Meme/GIF,2026-06-30,43713,1969,255,503,0,0.0624
P01103,M017,X (Twitter),Behind the Scenes,2026-06-21,29303,1540,559,307,0,0.0821
P01104,M018,Instagram,Meme/GIF,2026-06-20,75522,5031,1271,809,0,0.0942
P01105,M021,YouTube,Ticket Promo,2026-06-25,5083,260,83,50,0,0.0773
P01106,M045,Facebook,Ticket Promo,2026-07-05,17969,802,138,180,0,0.0623
P01107,M033,TikTok,Fan Poll,2026-07-01,24665,1467,451,262,0,0.0884
P01108,M021,X (Twitter),Behind the Scenes,2026-06-25,30963,1994,322,449,0,0.0893
P01109,M031,App Push,Stadium Tour,2026-06-29,37491,1701,434,246,14697,0.0635
P01110,M017,YouTube,Live Score Update,2026-06-23,34143,1646,343,349,0,0.0685
P01111,M044,X (Twitter),Match Preview,2026-07-06,36935,2449,718,390,0,0.0963
P01112,M005,App Push,Tactical Analysis,2026-06-13,4045,318,54,59,0,0.1066
P01113,M001,Instagram,Stadium Tour,2026-06-12,8084,537,158,106,3019,0.0991
P01114,M034,Facebook,Ticket Promo,2026-06-28,7151,359,79,36,0,0.0663
P01115,M009,YouTube,Highlight Reel,2026-06-15,70538,4437,810,810,41306,0.0859
P01116,M018,TikTok,Highlight Reel,2026-06-23,59729,4067,1000,394,25878,0.0914
P01117,M044,Instagram,Match Preview,2026-07-05,14821,816,123,156,0,0.0739
P01118,M001,App Push,Meme/GIF,2026-06-12,21832,1127,143,166,0,0.0658
P01119,M018,App Push,Highlight Reel,2026-06-22,17355,1320,94,174,5336,0.0915
P01120,M018,Facebook,Ticket Promo,2026-06-19,13502,905,174,140,0,0.0903
P01121,M015,Facebook,Player Interview,2026-06-22,34023,2333,484,491,14412,0.0972
P01122,M036,TikTok,Meme/GIF,2026-06-29,40762,2828,707,329,0,0.0948
P01123,M037,YouTube,Player Interview,2026-07-03,9184,712,71,92,3816,0.0953
P01124,M023,X (Twitter),Match Preview,2026-06-26,31151,1603,167,403,0,0.0698
P01125,M027,TikTok,Live Score Update,2026-06-24,64921,5097,385,355,0,0.0899
P01126,M046,Facebook,Match Preview,2026-07-03,31880,1967,424,358,0,0.0862
P01127,M045,Instagram,Stadium Tour,2026-07-05,23347,1251,411,277,5022,0.0831
P01128,M028,Instagram,Meme/GIF,2026-06-26,38527,2303,465,569,0,0.0866
P01129,M038,TikTok,Match Preview,2026-07-03,36401,2039,411,309,0,0.0758
P01130,M028,Instagram,Player Interview,2026-06-28,27720,1817,389,161,11889,0.0854
P01131,M036,App Push,Meme/GIF,2026-07-02,16500,934,170,214,0,0.0799
P01132,M007,TikTok,Fan Poll,2026-06-17,24268,1751,424,347,0,0.1039
P01133,M031,TikTok,Highlight Reel,2026-06-29,67337,4348,874,372,36347,0.0831
P01134,M043,YouTube,Behind the Scenes,2026-07-06,14780,716,217,115,0,0.0709
P01135,M035,Instagram,Highlight Reel,2026-06-28,65308,3195,567,322,17728,0.0625
P01136,M001,Instagram,Stadium Tour,2026-06-13,2758,140,31,27,1650,0.0718
P01137,M047,Instagram,Ticket Promo,2026-07-08,5730,416,71,21,0,0.0887
P01138,M002,X (Twitter),Behind the Scenes,2026-06-11,24833,1348,307,186,0,0.0741
P01139,M035,TikTok,Meme/GIF,2026-07-01,14931,959,116,124,0,0.0803
P01140,M048,X (Twitter),Meme/GIF,2026-07-08,72333,3300,852,523,0,0.0646
P01141,M004,TikTok,Behind the Scenes,2026-06-12,19981,1277,370,221,0,0.0935
P01142,M044,YouTube,Player Interview,2026-07-05,54719,2717,552,602,16022,0.0707
P01143,M015,YouTube,Match Preview,2026-06-22,31871,1395,592,102,0,0.0655
P01144,M032,TikTok,Match Preview,2026-06-30,48645,3415,969,665,0,0.1038
P01145,M030,X (Twitter),Tactical Analysis,2026-06-26,21246,1319,366,289,0,0.0929
P01146,M001,TikTok,Live Score Update,2026-06-12,35490,2330,663,278,0,0.0922
P01147,M040,TikTok,Stadium Tour,2026-07-03,14544,1105,197,208,4758,0.1038
P01148,M017,Facebook,Match Preview,2026-06-20,30731,1765,373,267,0,0.0783
P01149,M040,TikTok,Ticket Promo,2026-07-03,8557,631,98,122,0,0.0995
P01150,M034,Instagram,Stadium Tour,2026-06-29,12049,682,97,68,4168,0.0703
P01151,M005,App Push,Highlight Reel,2026-06-17,17365,941,225,80,5273,0.0718
P01152,M001,X (Twitter),Behind the Scenes,2026-06-12,21760,1497,281,200,0,0.0909
P01153,M036,TikTok,Tactical Analysis,2026-07-01,17143,1322,187,254,0,0.1028
P01154,M013,X (Twitter),Player Interview,2026-06-20,17931,1300,205,103,5795,0.0897
P01155,M046,App Push,Live Score Update,2026-07-07,32245,1412,286,148,0,0.0572
P01156,M015,Instagram,Tactical Analysis,2026-06-19,27041,1825,409,371,0,0.0963
P01157,M012,X (Twitter),Live Score Update,2026-06-20,7240,302,142,32,0,0.0657
P01158,M038,App Push,Highlight Reel,2026-07-03,44956,1968,488,347,18184,0.0623
P01159,M006,Instagram,Player Interview,2026-06-14,23603,1134,170,76,9363,0.0585
P01160,M016,YouTube,Highlight Reel,2026-06-22,23359,1344,343,160,6333,0.0791
P01161,M024,Facebook,Match Preview,2026-06-26,21274,1089,197,73,0,0.0639
P01162,M025,Instagram,Player Interview,2026-06-23,37210,2690,592,334,11107,0.0972
P01163,M029,TikTok,Ticket Promo,2026-06-27,13922,914,101,142,0,0.0831
P01164,M004,X (Twitter),Fan Poll,2026-06-14,25568,1987,472,115,0,0.1007
P01165,M006,TikTok,Highlight Reel,2026-06-17,14249,594,273,82,5536,0.0666
P01166,M042,X (Twitter),Fan Poll,2026-07-03,23077,1588,237,152,0,0.0857
P01167,M040,App Push,Live Score Update,2026-07-04,7077,427,42,49,0,0.0732
P01168,M015,Instagram,Match Preview,2026-06-20,27422,1286,505,274,0,0.0753
P01169,M008,Instagram,Stadium Tour,2026-06-17,20694,1396,131,237,10563,0.0852
P01170,M016,Instagram,Player Interview,2026-06-18,8450,434,150,116,2421,0.0828
P01171,M045,Instagram,Match Preview,2026-07-06,26890,1912,317,241,0,0.0919
P01172,M047,App Push,Live Score Update,2026-07-08,10542,741,153,122,0,0.0964
P01173,M019,YouTube,Match Preview,2026-06-24,20522,1058,190,153,0,0.0683
P01174,M040,Facebook,Tactical Analysis,2026-07-04,15560,883,305,93,0,0.0823
P01175,M004,TikTok,Player Interview,2026-06-12,37021,1520,244,308,20846,0.056
P01176,M030,YouTube,Behind the Scenes,2026-06-26,24419,1401,383,199,0,0.0812
P01177,M031,Instagram,Fan Poll,2026-06-30,33405,2506,512,125,0,0.0941
P01178,M020,X (Twitter),Match Preview,2026-06-21,29410,2110,462,192,0,0.094
P01179,M014,Instagram,Behind the Scenes,2026-06-19,12926,529,252,90,0,0.0674
P01180,M030,Instagram,Highlight Reel,2026-06-26,21578,949,384,292,8406,0.0753
P01181,M005,TikTok,Fan Poll,2026-06-17,6251,307,37,63,0,0.0651
P01182,M029,App Push,Player Interview,2026-06-29,42182,3133,720,479,11540,0.1027
P01183,M046,TikTok,Player Interview,2026-07-07,40996,2350,284,338,18466,0.0725
P01184,M020,X (Twitter),Stadium Tour,2026-06-22,35566,1585,450,243,13449,0.064
P01185,M036,Facebook,Stadium Tour,2026-06-30,36935,2219,724,416,15976,0.0909
P01186,M047,X (Twitter),Tactical Analysis,2026-07-08,22139,1090,148,306,0,0.0697
P01187,M017,Instagram,Tactical Analysis,2026-06-21,15847,833,246,118,0,0.0755
P01188,M030,Instagram,Match Preview,2026-06-29,42405,2977,587,142,0,0.0874
P01189,M016,App Push,Match Preview,2026-06-20,6397,296,34,53,0,0.0599
P01190,M022,YouTube,Behind the Scenes,2026-06-25,32779,2077,299,343,0,0.0829
P01191,M047,X (Twitter),Match Preview,2026-07-06,24311,1719,235,167,0,0.0872
P01192,M038,Facebook,Live Score Update,2026-06-29,13132,1050,98,57,0,0.0918
P01193,M013,Instagram,Tactical Analysis,2026-06-18,1613,107,21,6,0,0.0831
P01194,M008,YouTube,Highlight Reel,2026-06-18,47223,2666,435,272,26419,0.0714
P01195,M007,X (Twitter),Behind the Scenes,2026-06-18,37045,2912,661,421,0,0.1078
P01196,M024,YouTube,Ticket Promo,2026-06-23,12885,989,101,58,0,0.0891
P01197,M038,TikTok,Player Interview,2026-07-03,20135,895,259,269,8766,0.0707
P01198,M014,Instagram,Meme/GIF,2026-06-18,37406,2600,497,360,0,0.0924
P01199,M013,YouTube,Stadium Tour,2026-06-17,12389,592,238,157,6603,0.0797
P01200,M040,Instagram,Live Score Update,2026-07-01,20018,1139,149,233,0,0.076
P01201,M016,YouTube,Tactical Analysis,2026-06-20,19151,1241,121,220,0,0.0826
P01202,M031,YouTube,Stadium Tour,2026-06-29,24355,1569,400,250,7041,0.0911
P01203,M044,Instagram,Meme/GIF,2026-07-02,17119,1240,134,121,0,0.0873
P01204,M023,App Push,Fan Poll,2026-06-23,23890,1602,123,180,0,0.0797
P01205,M043,App Push,Meme/GIF,2026-07-03,24281,1770,303,130,0,0.0907
P01206,M001,Instagram,Match Preview,2026-06-14,24112,1394,356,98,0,0.0766
P01207,M007,TikTok,Fan Poll,2026-06-14,27276,1735,408,207,0,0.0862
P01208,M019,TikTok,Stadium Tour,2026-06-24,21139,1049,262,224,8639,0.0726
P01209,M003,Instagram,Behind the Scenes,2026-06-14,39472,1735,463,416,0,0.0662
P01210,M022,App Push,Fan Poll,2026-06-24,13740,781,215,136,0,0.0824
P01211,M012,X (Twitter),Player Interview,2026-06-19,36045,1750,239,177,16417,0.0601
P01212,M010,Instagram,Meme/GIF,2026-06-18,28855,1421,273,193,0,0.0654
P01213,M046,X (Twitter),Live Score Update,2026-07-07,27646,1225,355,256,0,0.0664
P01214,M043,TikTok,Ticket Promo,2026-07-06,16591,857,260,173,0,0.0778
P01215,M018,TikTok,Stadium Tour,2026-06-20,12897,808,79,49,4963,0.0726
P01216,M044,YouTube,Fan Poll,2026-07-06,35562,2730,626,113,0,0.0975
P01217,M030,TikTok,Match Preview,2026-06-27,5986,422,55,46,0,0.0874
P01218,M040,TikTok,Ticket Promo,2026-07-03,9844,435,109,130,0,0.0685
P01219,M022,TikTok,Live Score Update,2026-06-25,62745,4763,911,575,0,0.0996
P01220,M039,Instagram,Highlight Reel,2026-07-01,69556,3730,812,385,31682,0.0708
P01221,M026,YouTube,Meme/GIF,2026-06-24,11968,569,198,63,0,0.0694
P01222,M042,Instagram,Ticket Promo,2026-07-03,7367,321,128,76,0,0.0713
P01223,M017,TikTok,Live Score Update,2026-06-23,66084,4874,771,424,0,0.0918
P01224,M034,X (Twitter),Highlight Reel,2026-07-01,33269,2617,602,433,9229,0.1098
P01225,M043,Instagram,Stadium Tour,2026-07-06,4246,223,71,28,2241,0.0758
P01226,M029,X (Twitter),Stadium Tour,2026-06-28,23011,1701,173,318,7911,0.0953
P01227,M046,TikTok,Behind the Scenes,2026-07-05,35096,1720,225,315,0,0.0644
P01228,M045,X (Twitter),Player Interview,2026-07-04,56998,3082,914,721,15141,0.0828
P01229,M028,Instagram,Ticket Promo,2026-06-26,22466,1154,137,268,0,0.0694
P01230,M026,YouTube,Live Score Update,2026-06-23,14210,887,153,153,0,0.084
P01231,M031,Instagram,Tactical Analysis,2026-06-26,21682,1504,365,111,0,0.0913
P01232,M003,Instagram,Ticket Promo,2026-06-16,8442,674,110,38,0,0.0974
P01233,M041,YouTube,Meme/GIF,2026-07-01,77991,5203,544,672,0,0.0823
P01234,M012,Instagram,Tactical Analysis,2026-06-20,2420,126,43,8,0,0.0731
P01235,M003,TikTok,Live Score Update,2026-06-12,30861,1661,554,276,0,0.0807
P01236,M033,YouTube,Ticket Promo,2026-06-28,23464,1455,186,144,0,0.0761
P01237,M017,X (Twitter),Live Score Update,2026-06-19,59582,4282,852,210,0,0.0897
P01238,M021,X (Twitter),Ticket Promo,2026-06-23,20630,1165,365,184,0,0.0831
P01239,M006,Instagram,Fan Poll,2026-06-16,13296,611,195,78,0,0.0665
P01240,M030,X (Twitter),Player Interview,2026-06-25,43454,2859,424,379,24647,0.0843
P01241,M048,YouTube,Behind the Scenes,2026-07-05,26470,1999,412,236,0,0.1
P01242,M039,Instagram,Stadium Tour,2026-06-30,29007,2252,317,108,15245,0.0923
P01243,M016,TikTok,Fan Poll,2026-06-22,33478,1364,267,290,0,0.0574
P01244,M029,TikTok,Highlight Reel,2026-06-28,64541,4670,574,687,16438,0.0919
P01245,M002,X (Twitter),Match Preview,2026-06-11,11498,814,144,115,0,0.0933
P01246,M003,Instagram,Player Interview,2026-06-15,13867,916,89,172,5939,0.0849
P01247,M003,X (Twitter),Tactical Analysis,2026-06-16,2869,169,47,15,0,0.0805
P01248,M020,X (Twitter),Player Interview,2026-06-21,24072,1863,380,75,5854,0.0963
P01249,M031,Instagram,Behind the Scenes,2026-06-29,43768,1884,314,547,0,0.0627
P01250,M006,X (Twitter),Highlight Reel,2026-06-15,32449,2018,260,438,15617,0.0837
P01251,M031,TikTok,Player Interview,2026-06-26,27162,1939,153,169,10815,0.0832
P01252,M037,TikTok,Tactical Analysis,2026-07-03,16012,1189,267,189,0,0.1027
P01253,M016,Instagram,Behind the Scenes,2026-06-20,32675,1803,183,259,0,0.0687
P01254,M006,Instagram,Highlight Reel,2026-06-17,6250,259,45,72,3398,0.0602
P01255,M006,YouTube,Highlight Reel,2026-06-17,31662,1344,399,95,17959,0.0581
P01256,M040,App Push,Meme/GIF,2026-07-01,38484,2954,452,117,0,0.0915
P01257,M002,Instagram,Tactical Analysis,2026-06-13,9437,486,106,62,0,0.0693
P01258,M015,YouTube,Live Score Update,2026-06-19,49619,3560,466,421,0,0.0896
P01259,M009,YouTube,Player Interview,2026-06-15,34147,2102,652,314,15769,0.0898
P01260,M016,TikTok,Tactical Analysis,2026-06-18,8967,648,78,53,0,0.0869
P01261,M007,TikTok,Fan Poll,2026-06-17,9493,621,60,73,0,0.0794
P01262,M026,Instagram,Player Interview,2026-06-26,47972,2601,749,380,20345,0.0778
P01263,M012,X (Twitter),Behind the Scenes,2026-06-20,10704,671,143,120,0,0.0873
P01264,M012,Instagram,Meme/GIF,2026-06-16,17763,858,348,125,0,0.0749
P01265,M044,Facebook,Tactical Analysis,2026-07-06,9028,662,74,120,0,0.0948
P01266,M009,Instagram,Meme/GIF,2026-06-19,44350,3061,617,471,0,0.0936
P01267,M032,TikTok,Behind the Scenes,2026-06-28,41484,3252,678,611,0,0.1095
P01268,M004,Facebook,Stadium Tour,2026-06-12,27885,1652,300,257,8175,0.0792
P01269,M024,Facebook,Tactical Analysis,2026-06-23,10190,515,116,73,0,0.0691
P01270,M034,X (Twitter),Meme/GIF,2026-06-28,15003,694,297,201,0,0.0795
P01271,M023,App Push,Player Interview,2026-06-23,55088,3093,776,206,24231,0.074
P01272,M005,YouTube,Highlight Reel,2026-06-16,64952,4109,649,367,27320,0.0789
P01273,M009,Instagram,Live Score Update,2026-06-16,69494,4761,532,749,0,0.0869
P01274,M043,X (Twitter),Player Interview,2026-07-03,59751,3075,566,241,20923,0.065
P01275,M008,TikTok,Behind the Scenes,2026-06-16,40772,3147,808,461,0,0.1083
